length_miles,road_name
0.0387,SANTA CRUZ COURT
0.2302,CANAL FARM LANE
0.0944,BANCROFT DRIVE
0.0758,EIGHTH STREET
0.0985,BANCROFT DRIVE
0.0586,TAHOE DRIVE
2.004,TURNER ISLAND ROAD
0.061,CANTERBURY COURT
0.0189,KIMBERLY WAY
0.0892,BILLY WRIGHT ROAD
0.0475,ASPEN STREET
0.0396,SUNSET COURT
0.0561,EAST HOLLY AVENUE
0.0448,MONO WAY
0.0283,ALBERTA STREET
0.0491,FREEMARK AVENUE
0.0499,CARMEL ROAD
0.0477,SPADAFORE STREET
0.9802,EAST BLACK RASCAL BP PATH
0.0545,WISCONSIN AVENUE
0.0445,WEST DONNA DRIVE
0.4887,SILVEIRA WAY
0.0239,PLACE ROAD
0.9992,GILLETTE ROAD
0.0258,DEL MAR AVENUE
0.0076,NORTH HIGHWAY 99
0.0556,EAST 19TH STREET
0.4885,B.V.D. AVENUE
0.9986,HIGHWAY 165
0.0491,ARGOSY DRIVE
0.0289,CLAUSEN ROAD
0.0344,REDBUD COURT
1.0425,LONGVIEW AVENUE
0.0578,CHALET COURT
0.1029,EAST 18TH STREET
0.1249,CEDAR AVENUE
0.0619,KENT COURT
0.0947,VIRGINIA STREET
0.0498,CLARET STREET
0.0503,LAKE VIEW DRIVE
0.045,LA HABRA STREET
0.0318,LAS FLORES CIRCLE
0.0484,ONYX AVENUE
0.0676,PASEO VERDE AVENUE
0.0977,CALIFORNIA STREET
0.1756,EAST YOSEMITE AVENUE
0.0942,WEST 2ND STREET
0.14,FIRST STREET
0.0909,WEST 23RD STREET
0.05,TIPPERARY AVENUE
0.0398,EAST AVENUE
0.0487,SAINT ANDREWS DRIVE
0.1447,CYPRESS AVENUE
0.0691,FIRST STREET
0.0645,SANTA MARIA ROAD
0.1133,SHELL STREET
0.0531,M CIRCLE
0.2667,PERIMETER AVENUE
0.0748,DEMOSS COURT
0.1045,FRUITLAND AVENUE
1.2864,BRANCH ROAD
0.0383,MERITAGE COURT
0.1421,DWIGHT WAY
0.1426,UNNAMED
0.1026,SUN VALLEY AVENUE
0.0529,MONTANA AVENUE
0.1,SOUTH NEVADA AVENUE
0.0489,BLACK HAWK AVENUE
0.076,MARTIN LUTHER KING JR WAY
0.0913,F STREET
0.0883,NORTH MERCEY SPRINGS ROAD
0.0659,PALO ALTO STREET
0.5084,EAST MISSION AVENUE
1.0616,WEST HIGHWAY 140
0.0825,PAULINE COURT
0.018,COUNTY PARK
0.1251,BRENTWOOD AVENUE
0.0192,SOUTH HIGHWAY 99
0.0822,WINTON WAY
0.0527,AUSTIN AVENUE
0.0498,STONEHAVEN DRIVE
0.3188,CAROLINA DRIVE
0.0939,EAST HIGHWAY 140
0.0928,HUMMINGBIRD COURT
0.1536,AVENUE TWO AVENUE
0.1381,ASHBY ROAD
0.0388,WEST COMET ROAD
0.0515,MURIETTA AVENUE
0.0398,PARCHY STREET
0.0454,OLIVE AVENUE
0.0853,SANTA BARBARA STREET
0.04,THIRD AVENUE
0.0759,CALIMYRNA AVENUE
0.0583,W1 COURT
0.2583,MILLER ROAD
0.1468,OLEANDER AVENUE
0.0318,SNOW GOOSE DRIVE
0.7552,WEST CARDELLA ROAD
0.0508,FREEMARK DRIVE
0.0585,COLISEUM COURT
0.0286,CABANA COURT
0.0925,PRUSSO STREET
0.0729,FINCH COURT
0.0625,CENTER AVENUE
0.0353,TUXFORD COURT
0.1999,VINEYARD DRIVE
0.0795,EL VERANO COURT
0.0606,PALISADE AVENUE
0.9974,BOSE ROAD
0.2089,HENRY MILLER AVENUE
1.2386,GONZALES ROAD
0.0663,FOREST CREEK COURT
0.6786,MERCEY SPRINGS ROAD
0.0627,ALMOND STREET
0.0504,CASCADE CREEK AVENUE
0.0519,LAUREL AVENUE
0.5102,GRIFFITH AVENUE
0.0197,BRANCO ROAD
0.0477,NORTH STREET
0.097,WHIPPLEWOOD DRIVE
0.1012,OVERLAND AVENUE
0.0754,4TH AVENUE
0.1027,NORTH HIGHWAY 99
0.0255,LUIS AVENUE
0.0908,WEST 18TH STREET
0.1667,HASTINGS DRIVE
0.0214,ATWATER-MERCED EXPRESSWAY
0.0794,NORTH GIANNINI ROAD
0.042,RAVINE COURT
0.1403,CHURCH ROAD
0.5033,WINTON WAY
0.0356,RUTHERFORD AVENUE
0.1011,SANTA FE DRIVE
0.4182,GURR ROAD
4.7273,I-5
0.064,HUNTINGTON DRIVE
0.5077,MOFFATT ROAD
0.5019,AUGUST AVENUE
0.1043,ZINNIA COURT
0.0845,SILVA DRIVE
0.0587,CASTLE DRIVE
0.0347,BESAN COURT
0.165,HIGHWAY 99
1.0019,EUCALYPTUS AVENUE
0.0379,BEALS COURT
0.0907,SOUTH HIGHWAY 99
0.003,APPLEGATE ROAD
0.9993,INDIANA AVENUE
0.1353,RAMBLER ROAD
0.0752,FILLMORE COURT
0.0496,SCOTTS VALLEY DRIVE
0.2741,SECOND AVENUE SOUTH
0.2491,COZZI ROAD
0.0495,BURGUNDY DRIVE
0.0833,ZEINER COURT
0.0474,WHIPPLEWOOD COURT
0.0492,HARVEST AVENUE
0.0338,HEIGHTS AVENUE
1.0181,WEST BELLEVUE ROAD
1.909,WEST HIGHWAY 152
0.0582,BROWNIE COURT
0.0721,LEXINGTON AVENUE
0.0553,2ND AVENUE
0.3629,SANTA FE DRIVE
0.0885,MADELINE COURT
0.0502,SAN AUGUSTINE AVENUE
0.0473,SECOND AVENUE SOUTH
0.0451,DARLINGTON COURT
0.0439,CRAWFORD WAY
0.092,WILDCAT DRIVE
0.0696,CANTANIA COURT
0.5093,MARSHALL ROAD
0.2273,PERIMETER DRIVE
0.3692,MISSION AVENUE
0.4982,VINE AVENUE
0.0398,MESA COURT
0.0808,SONGBIRD WAY
0.122,ALMADOR TERRACE
0.076,GARDEN DRIVE
0.0508,KERR COURT
0.0462,WOODBRUSH AVENUE
0.0519,BEECHWOOD DRIVE
0.043,STATION AVENUE
0.0811,WEST PACHECO BOULEVARD
0.0642,C STREET
0.1161,ELLIOTT AVENUE
0.0375,MCKEE ROAD
0.0321,SANTA ROSA DRIVE
0.018,BULLER STREET
0.0163,BUHACH ROAD
0.076,F STREET
0.1061,MAIA COURT
0.8606,AVERY ROAD
0.1467,EAST CHILDS AVENUE
1.197,WHITE ROCK ROAD
0.0505,TOLMAN WAY
0.0322,JOVAN COURT
0.05,FORECAST DRIVE
0.0726,PARADISE COURT
0.0031,SOUTH KANSAS STREET
0.5457,NORTH HIGHWAY 59
0.0527,MONTANA AVENUE
0.4011,SANTA FE DRIVE
0.0401,PORTOLA WAY
0.1827,JACKSON AVENUE
0.114,WINFIELD DRIVE
0.0869,WEST MAIN STREET
0.1551,INDUSTRY WAY
0.1121,WEST I STREET
0.043,NORTHWOOD DRIVE
0.0874,4TH AVENUE
0.1017,CAMPBELL BOULEVARD
0.1417,EAST SAN PEDRO STREET
0.0476,SILVER ELM COURT
0.0664,Q STREET
0.039,SPORTS DRIVE
0.0913,I STREET
0.0688,NORTH FALLBROOK DRIVE
0.0188,G STREET
0.0498,SOWELL STREET
0.061,INGOMAR GRADE
0.9546,MEADOW DRIVE
0.0503,AMARETTO WAY
0.1941,MULBERRY AVENUE
0.0372,VISTA BLUFF COURT
0.5011,SECOND AVENUE
0.2664,R ST OFF RAMP
0.0482,DAFFODIL DRIVE
0.0384,MARY ANN DRIVE
0.5,THIRD AVENUE
0.4989,SULTANA DRIVE
0.3595,BELL DRIVE
0.995,MERRILL AVENUE
0.0483,OVERLAND AVENUE
0.1001,AUGUSTA LANE
0.4982,SHAIN AVENUE
0.0553,FREEDOM COURT
0.0764,W STREET
0.0672,HAWTHORNE AVENUE
1.0055,HENRY MILLER AVENUE
0.0474,CAMROSE STREET
0.0573,OAKHURST AVENUE
0.0662,ALLEY
0.0322,MARGARITA COURT
0.158,SAN LUIS STREET
0.0473,LINDEN AVENUE
0.1332,NOTTINGHAM AVENUE
0.0677,DORA STREET
0.5531,I-5
0.0492,CHENIN BLANC STREET
0.0678,NORTH BUHACH ROAD
0.504,ROBIN AVENUE
0.0322,ANN COURT
0.1349,BRIGGS LANE
1.4885,MARIPOSA WAY
0.0494,ADRIENNE CIRCLE
0.0506,FORD STREET
0.2153,INDUSTRIAL DRIVE
0.0688,LANDER AVENUE
0.0926,BECKMAN WAY
0.1315,BLOSS AVENUE
0.033,BARLEY LANE
0.0102,MCKEE ROAD
0.1377,SAN LUIS STREET
0.6123,VINEWOOD AVENUE
0.0314,ROBIN DRIVE
0.0608,FIRST STREET
0.0504,ALVISO DRIVE
0.0918,WEST 13TH STREET
0.0616,SAN JACINTO COURT
0.0983,ORANGE AVENUE
0.2233,COMMUNITY COLLEGE WEST DRIVE
0.1566,MISSION AVE OFF RAMP
0.0487,ZINFANDEL STREET
1.0419,MALLARD ROAD
0.1373,STONEWOOD DRIVE
0.1332,WARD ROAD
0.4883,CRANE AVENUE
0.1441,FIR AVENUE
0.2518,WAINWRIGHT ROAD
0.0659,BLOSS AVENUE
0.7601,ATWATER JORDAN ROAD
0.5018,COTTON ROAD
0.0756,V STREET
0.2454,EAST JUNIPER AVENUE
0.5003,ANCHOR STREET
0.0227,JOSEPH COURT
0.6542,ALFALFA AVENUE
0.0464,REVELLE DRIVE
0.0222,LOS ALTOS COURT
0.0858,NORTH QUINLEY AVENUE
0.0304,ALDRICH AVENUE
0.1476,EAST 21ST STREET
0.6472,SOUTH HIGHWAY 33
2.133,WALTZ ROAD
0.388,HIGHWAY 99
0.0458,SHASTA COURT
0.0378,HUNTERS DRIVE
1.2776,WEST HIGHWAY 152
0.0278,HOLDEN COURT
0.112,KAHLON ROAD
1.5535,WEST HIGHWAY 140
0.0819,TYLER AVENUE
0.4982,THORNTON ROAD
0.2913,YOSEMITE AVENUE
0.0824,PACHECO DRIVE
0.0474,AIRLIFT DRIVE
0.3489,PICK ANDERSON ROAD
0.0783,WASHINGTON STREET
0.0359,SNOW GOOSE DRIVE
0.0661,N STREET
0.0477,BOGART COURT
0.0485,SCRIPPS DRIVE
0.6221,HIGHWAY 99
0.1104,NORTH MERCEY SPRINGS ROAD
0.486,QUINLEY AVENUE
0.4973,SHAIN AVENUE
0.1105,SANDRA STREET
0.0587,2ND STREET
0.0517,CALIFORNIA STREET
0.4097,PEACH AVENUE
0.0612,4TH STREET
0.0315,INDIANA ROAD
0.0466,VIA MORAGA
0.0483,COLUMBIA AVENUE
0.0489,BRANDY WAY
0.503,PALM STREET
0.0897,LA PLAYA WAY
0.0503,TWILIGHT AVENUE
0.049,COLORADO AVENUE
0.0793,ESSEX DRIVE
0.0835,FIR AVENUE
0.0906,VIOLET COURT
0.0157,SOUTH MERCEY SPRINGS ROAD
0.0538,WHITE DOVE AVENUE
0.096,RACQUET CLUB DRIVE
0.7816,HOLBROOK ROAD
0.0908,WEST 23RD STREET
0.2181,EAST NORTH BEAR CREEK DRIVE
0.0568,SHIRLEY STREET
0.0393,MESQUITE COURT
0.0697,SCHENDEL ROAD
0.0713,BOLSA STREET
0.062,FIFTH STREET
0.0491,MARSALA STREET
0.0655,CARLSBAD DRIVE
0.7193,HIGHWAY 99
0.0868,TAMARACK AVENUE
0.2762,SOUTH HIGHWAY 99
0.0488,HAMMATT AVENUE
0.2909,R STREET
0.0833,LINDEN AVENUE
0.0327,GROVE AVENUE
0.0851,STANFORD AVENUE
0.0466,EAST 23RD STREET
0.0679,B STREET
0.5025,SHAFFER ROAD
0.0863,G STREET
0.1232,MARGUERITE STREET
1.976,WEST WARDROBE AVENUE
0.054,OLIVE AVENUE
0.0901,MANDARIN COURT
0.0277,AREZZO AVENUE
0.1606,EAST WILLMOTT AVENUE
0.0844,SAN CARLO LANE
0.0763,PINION STREET
0.0509,AVIGNON DRIVE
0.0908,N STREET
0.1686,CABOT AVENUE
0.9975,LAGUNA ROAD
0.0051,REDFERN AVENUE
0.0872,CANYON DRIVE
0.026,CHAMPAGNE WAY
0.222,M STREET
0.503,BUHACH ROAD
0.0243,WEST DONNA DRIVE
0.1116,GWINN STREET
0.0484,POPLAR AVENUE
1.2514,HEREFORD ROAD
0.0907,WEST 20TH STREET
3.027,BLISS ROAD
0.5057,DENTON & LEAK ROAD
0.0101,ATWATER-MERCED EXPRESSWAY
0.4479,PERIMETER DRIVE
0.0822,TALON DRIVE
0.4274,EAST MISSION AVENUE
0.0567,HERITAGE DRIVE
0.0209,CINNAMON TEAL COURT
0.0279,HIGHWAY 140
0.043,MAGNOLIA COURT
0.345,GONZAGA ROAD
0.103,GOLDEN OAK LANE
0.0904,H STREET
0.0517,WEST DONNA DRIVE
0.021,EL CAJON CIRCLE
0.0561,GARDEN DRIVE
1.0051,JORGENSEN ROAD
0.1024,PARK STREET
0.0562,DANCY STREET
0.0928,WEST MAIN STREET
0.1274,PEBBLE BEACH COURT
0.1826,EAST ALEXANDER AVENUE
0.1595,BELL LANE
0.0494,JETWAY DRIVE
0.0614,BETTEN STREET
0.0482,BLACK PINE WAY
1.4872,OAKDALE ROAD
0.2325,WILLOW STREET
0.0782,THIRD STREET
0.0793,LA VINA CIRCLE
0.1043,EAST 22ND STREET
1.3333,SPRUCE ROAD
0.0518,VIA JODI DRIVE
0.0769,CAPISTRANO STREET
0.4902,SANTA FE DRIVE
0.0518,FALCON AVENUE
0.0622,LIMESTONE BOULEVARD
0.0311,GARDEN DRIVE
0.0338,GREEN STREET
0.0477,THOMAS STREET
0.2684,MISSION AVENUE
0.0742,CLEAR CREEK DRIVE
0.0133,CANAL STREET
0.1002,WEST AVENUE
0.0241,MUIR AVENUE
0.5028,PEPPER STREET
0.132,SOUTH MOUNTAINSIDE DRIVE
0.0241,LATHAM DRIVE
0.0654,SOUTH HIGHWAY 99
0.0473,PEACOCK WAY
0.0515,SPALDING AVENUE
0.206,NORTH BUHACH ROAD
0.2167,REYNOLDS AVENUE
0.0514,WEST 7TH STREET
0.0477,SHOEMAKER AVENUE
0.623,WEST CARDELLA ROAD
0.0559,EMORY WAY
0.06,J STREET
0.0638,B STREET
0.9998,SOUTH HIGHWAY 33
0.2187,M STREET
0.4083,EARLY DAWN ROAD
0.7062,HIGHWAY 99
0.0451,CLUB DRIVE
0.0672,HARRIS AVENUE
0.0235,M STREET
0.9868,SUNSET DRIVE
0.0597,LA MIRADA DRIVE
0.0191,ANDOVER WAY
0.0565,GROVE AVENUE
0.1301,CALIFORNIA STREET
0.0848,HASTINGS DRIVE
0.0488,FERNWOOD WAY
0.0337,RANCHO GRANDE CIRCLE
0.0304,SANTIAGO AVENUE
0.0147,D STREET
0.105,M STREET
0.048,BLIX AVENUE
0.3473,BUHACH ROAD
0.1503,GOLF LINK ROAD
0.0634,STEELE AVENUE
0.0607,E STREET
0.0475,SHOEMAKER AVENUE
0.0485,DOCK AVENUE
0.0719,WATERTOWN DRIVE
0.1085,SOUTH PARSONS AVENUE
0.0487,FERNWOOD WAY
0.0855,EAST GERARD AVENUE
0.0757,SEVENTH STREET
0.0486,ALBERTA STREET
0.0492,EAST 27TH STREET
0.0816,BLUE DEVIL LANE
0.1012,ARDEN LANE
0.0771,BIRCH STREET
0.046,PARTRIDGE DRIVE
0.7243,CAMPODONICA ROAD
0.079,SEVENTH STREET
0.064,WILLMOTT AVENUE
0.0324,LARIMAR WAY
0.0394,SUMMERSET COURT
0.0178,NOVA COURT
0.1137,PINEHURST COURT
0.0981,COTTONWOOD DRIVE
0.9994,WILLIAMS AVENUE
0.2525,LE GRAND ROAD
1.4236,EL CAPITAN WAY
0.0675,WINTON WAY
0.2801,BLOSS COURT
0.0908,WEST 25TH STREET
0.0311,CASTELLANA STREET
0.0448,PEREZ DRIVE
0.0235,STEARMAN STREET
0.0811,GOLDEN GATE AVENUE
0.2455,EDMINISTER ROAD
0.0381,CANAL STREET
0.0504,PARK WARREN DRIVE
0.5196,SOUTH HIGHWAY 59
0.0765,I STREET
0.0973,WEST I STREET
0.1985,EAST SANDY MUSH ROAD
0.1663,MARGUERITE STREET
0.1382,SOUTH HIGHWAY 99
0.0498,CARMEN WAY
0.2367,COLLIER ROAD
0.0518,FENTEM ROAD
0.5038,CORTEZ AVENUE
0.118,D STREET
1.2136,SANTA FE GRADE
0.0907,WEST 21ST STREET
0.0859,SIXTH STREET
0.0494,AMERICAN AVENUE
0.0605,LANDRAM AVENUE
0.0488,SAN FRANCISCO DE ASIS AVENUE
0.0342,EAST 16TH STREET
0.3087,R STREET
0.0804,SENECA STREET
0.0082,NORTH HIGHWAY 99
0.0631,COURT STREET
0.1321,EAST AVENUE
0.1032,SCHENDEL AVENUE
0.1362,WHITE CRANE ROAD
1.2976,SAN JUAN ROAD
0.2262,COMMUNITY COLLEGE EAST DRIVE
1.1262,WEST HIGHWAY 152
0.076,SIXTH STREET
0.4542,SOUTH HIGHWAY 33
0.0975,CENTER STREET
0.0349,RANCHO GRANDE DRIVE
1.4988,CHAMBERLAIN ROAD
0.0388,SUZANNE COURT
0.0604,LION'S BACK COURT
0.0574,EAST 20TH STREET
0.0498,BAYONET DRIVE
0.0595,ASHBY ROAD
0.1282,PINTAIL CIRCLE
0.7527,SOUTH HIGHWAY 33
0.0795,SANTA CLARA STREET
0.3922,SECOND AVENUE SOUTH
0.138,PLACE ROAD
0.0508,STONEHAVEN DRIVE
0.0475,SOUTH S STREET
0.0046,WEST FLINT AVENUE
0.0031,WEST PEACH AVENUE
0.0584,CAPITOL STREET
0.071,CONE AVENUE
0.0766,SOUTH ELEVENTH STREET
0.1065,BRODRICK AVENUE
0.0908,I STREET
0.0321,LA HABRA STREET
0.0427,CHEROKEE AVENUE
0.0593,ACADEMY DRIVE
0.1215,PARK LANE
0.1134,BELCHER AVENUE
0.0659,WOODROW STREET
0.0503,CARDOZA ROAD
0.0496,ST FRANCIS DRIVE
0.1761,UNNAMED
0.1405,CARDOZA ROAD
0.0466,WHITEWATER WAY
0.0728,WEST WALNUT AVENUE
0.2432,WEST PETTINOTTI ROAD
0.0682,BLOSSOM STREET
0.0654,MONARCH AVENUE
0.1536,QUAIL STREET
0.0906,WEST 16TH STREET
0.6209,WHITE CRANE ROAD
0.052,MERCED STREET
0.0372,M STREET
0.6342,WEST PIONEER ROAD
0.1048,HUPP STREET
0.0679,A STREET
0.0239,HANNAH AVENUE
0.052,MUIR STREET
0.4073,SANTA FE DRIVE
0.503,CARMELLIA AVENUE
0.0208,LE GRAND ROAD
0.0624,MADRID WAY
0.057,LOPES AVENUE
1.1805,WEST HIGHWAY 152
0.0705,VINEMAPLE WAY
0.1424,THUNDERBIRD AVENUE
0.0501,ARGOSY DRIVE
0.2496,FRESNO ROAD
0.4929,DUNN ROAD
0.0311,SUSSEX DRIVE
3.0119,LONE TREE ROAD
0.0561,ISLAND ROAD
0.0821,BODIE STREET
0.0614,DEAN STREET
0.1021,LUKE DRIVE
0.0651,OLIVER STREET
0.0477,DRAKE AVENUE
0.0835,SYDNEY COURT
0.0591,BRENDA DRIVE
0.0354,POLK STREET
4.9179,PRIVATE ROAD
0.0523,WHITE WOLF COURT
0.096,WALNUT AVENUE
0.0231,MADRONE STREET
0.0161,BALMORAL COURT
0.0629,PAJARO DRIVE
0.0519,FUME BLANC STREET
0.2607,LA LOMA ROAD
0.5031,PALM AVENUE
0.1557,NORTH BUTTE DRIVE
0.0042,EAST CHILDS AVENUE
0.0774,MULBERRY AVENUE
0.1468,PALO ALTO STREET
0.0147,GRIFFITH AVENUE
0.2528,GROVE AVENUE
0.1642,NORTH CREEKSIDE DRIVE
0.1121,EAST 22ND STREET
0.3752,SOUTH HIGHWAY 33
0.4718,COOK STREET
0.0913,WEST 26TH STREET
0.0883,NORTH MAIN STREET
0.0312,LAS FLORES CIRCLE
0.053,WINFIELD DRIVE
0.0786,WEST OVERLAND AVENUE
0.0914,WEST 2ND STREET
1.2814,HIGHWAY 99
0.0265,I-5 OFF RAMP
0.2307,HENRY MILLER AVENUE
0.2272,WEST YOSEMITE AVENUE
0.096,CONE AVENUE
0.1587,SANTA FE DRIVE
0.0906,VERONICA STREET
0.0613,PATRIOTIC DRIVE
0.0708,STONEWOOD DRIVE
0.1332,PLACE ROAD
0.1453,BUENA VISTA DRIVE
0.0488,WEST 12TH STREET
0.0468,BARRIERA DRIVE
0.0404,LORRIE COURT
0.5031,MERRILL AVENUE
0.0474,SUTHERLAND WAY
0.0547,SHOREEN STREET
0.0461,U STREET
0.0529,PARADISE DRIVE
0.3477,PERIMETER AVENUE
0.157,DUBLIN AVENUE
0.0479,CALIFORNIA AVENUE
0.5014,TEGNER ROAD
0.0532,EL PORTAL DRIVE
0.0867,BIRCH AVENUE
0.1296,M STREET
0.131,SOUTH MARS STREET
0.5394,MC SWAIN ROAD
0.0822,WEST 22ND STREET
0.5022,ARENA WAY
0.1659,NORTH HIGHWAY 59
0.0515,WATERTOWN DRIVE
0.086,WEST 6TH STREET
0.0654,STANISLAUS DRIVE
0.05,PEPPERTREE DRIVE
0.0149,COLONY PARK DRIVE
1.0855,SANTA FE GRADE
0.0605,PEACH AVENUE
1.2575,LE GRAND ROAD
0.0261,INYO COURT
0.0538,JORGENSEN STREET
0.0521,THIRD STREET
0.0258,WEST NORTH BEAR CREEK DRIVE
0.1534,SHAFFER ROAD
0.0452,MORI COURT
0.1033,VALLEY STREET
0.1195,HUNT ROAD
0.6749,THOMAS ROAD
0.2412,EAST CHILDS OFF RAMP
1.406,FIELDS ROAD
0.05,LOUGHBOROUGH DRIVE
0.0638,EAST HIGHWAY 140
0.5335,PIONEER ROAD
0.0571,ANGELUS COURT
0.5086,WHITWORTH ROAD
1.0658,OAK AVENUE
0.0327,VIA MORAGA
0.2651,GOLF LINK ROAD
0.0311,CALIENTE COURT
0.069,MERCED STREET
0.0349,LAS FLORES CIRCLE
0.0725,ESTACIO AVENUE
0.0249,SOUTH AVENUE
0.0841,SOUTH MERCEY SPRINGS ROAD
0.0535,KIMBERLY AVENUE
0.0522,PARK AVENUE
0.6603,COMMERCE AVENUE
0.0352,MCKEE ROAD
0.0908,6TH STREET
0.0796,SAGEWOOD DRIVE
0.2621,SHARON ROAD
0.0812,WHITE GATE DRIVE
0.2504,NORTH AVENUE
0.0427,HARVEST COURT
0.0548,CENTINELLA DRIVE
0.0481,LUCICH COURT
0.137,CABERNET STREET
0.0668,I-5 OFF RAMP
1.0033,HULL AVENUE
0.0385,ST KEVIN COURT
0.0622,WHITWORTH ROAD
0.0229,EAST 16TH STREET
0.1164,EAST GERARD AVENUE
0.1814,CORMORANT DRIVE
0.0299,GERTRUDE AVENUE
0.0871,CALIFORNIA STREET
0.7745,WEST HIGHWAY 152
0.5102,WADE AVENUE
0.0244,SONOMA AVENUE
0.0257,HILLSIDE DRIVE
0.0561,BURGUNDY STREET
0.5016,VASSAR AVENUE
0.511,WEST HIGHWAY 140
0.0644,SANTA RITA AVENUE
0.0905,WEST 11TH STREET
0.0915,I STREET
0.0485,SAN DIEGO STREET
0.5293,EUCALYPTUS AVENUE
0.0646,OLIVE STREET
0.0492,PINECREST DRIVE
0.5024,LINCOLN BOULEVARD
0.0569,BAY MEADOW LANE
0.0874,WAINWRIGHT AVENUE
0.0357,CRESCENDO AVENUE
0.248,CALIFORNIA STREET
0.0289,U STREET
0.0766,OLIVE AVENUE
0.0344,DURANT WAY
0.0757,S STREET
0.3382,FEDERAL WAY
0.0476,PEACH AVENUE
0.0489,ZINFANDEL STREET
0.0482,AUBURN AVENUE
3.6856,EAST SOUTH BEAR CREEK DRIVE
0.0918,G STREET
0.1574,PAGE AVENUE
0.053,DOS PALOS AVENUE
0.0335,SILVER LANE
0.0419,SOUTH AVENUE
0.0567,MORI COURT
0.0367,THIRD STREET
2.5787,BILLY WRIGHT ROAD
0.0596,JUNIPER AVENUE
0.0508,BIANCHI LANE
0.0305,CONSTITUTION COURT
0.0555,SOUTH HIGHWAY 59
0.1366,HONEYBELL STREET
0.0969,CANAL DRIVE
0.1229,GRAPE AVENUE
0.0773,DRIFTWOOD AVENUE
0.0292,DRAKELEY AVENUE
0.1358,STORY AVENUE
0.0885,W STREET
0.0953,AMANDA DRIVE
0.053,SPAIN STREET
0.0784,YERBA BUENA AVENUE
0.0482,GYPSUM COURT
0.9898,ORCHARD ROAD
0.1701,WEST 16TH STREET
0.0761,QUEENS CIRCLE
0.0485,AMETHYST DRIVE
0.1883,CALIFORNIA AVENUE
0.2066,SOUTH HIGHWAY 59
0.0726,RODONDO COURT
0.0229,LOBO AVENUE
0.057,JACKSON AVENUE
0.0629,SHAFFER ROAD
0.2513,PRIVATE ROAD
0.0356,ASPEN STREET
0.0628,LEHIGH DRIVE
0.0494,PACKERS STREET
0.0729,LOMBARDY AVENUE
0.0454,HULL AVENUE
0.3026,WEST HIGHWAY 152
0.0659,LORAINE STREET
0.0716,WINDER AVENUE
0.0718,G STREET
0.1117,GARAPATA DRIVE
0.073,NIDEVER AVENUE
0.0907,WEST 10TH STREET
0.0422,ELMWOOD WAY
0.2198,CASTLE DRIVE
0.0236,O'HARA AVENUE
0.041,CROWE COURT
0.0618,SEAPORT VILLAGE DRIVE
0.0617,LESHER DRIVE
0.0789,AUGUSTA LANE
0.0377,WILLOWBROOK DRIVE
0.06,SOUTH MERCEY SPRINGS ROAD
0.0394,PISA COURT
0.0579,WILLOWBROOK
0.054,PATTY DRIVE
0.5004,VINEWOOD AVENUE
1.0058,PIONEER ROAD
0.511,APPLEGATE ROAD
0.049,PORT STREET
0.0862,SAN XAVIER COURT
0.4982,STEINBERG ROAD
0.0498,APACHE STREET
0.083,STANFORD COURT
0.0352,ELKO STREET
0.1013,SAINT TERESSA STREET
3.1929,WEST HIGHWAY 140
0.7421,TAGLIO ROAD
0.0979,PYRAMID AVENUE
0.0515,SANTA DOMINGO DRIVE
0.0557,SILVER LANE
0.5249,HIGHWAY 99
0.1372,EAST 11TH STREET
0.017,BAY STREET
0.0907,EAST SANTA FE AVENUE
0.0392,COLLEEN AVENUE
0.0481,OVERLAND AVENUE
0.1246,LEE AVENUE
0.1739,DUNN ROAD
0.0795,KIRKWOOD COURT
0.0724,FIELDCREST COURT
0.0469,PINE STREET
0.0813,NOBLE DRIVE
0.0644,GAYLE AVENUE
0.0606,DUKE OF WINSOR COURT
0.1374,EAST EL NIDO ROAD
1.0062,KNOWLES ROAD
0.0517,MULBERRY WAY
0.106,CRAWFORD STREET
0.1431,RODEO ROAD
0.097,MORENA DRIVE
0.0504,MONO LAKE COURT
0.2168,WALNUT AVENUE
0.3929,VINEWOOD AVENUE
1.0002,EUCALYPTUS AVENUE
0.0825,HERITAGE DRIVE
0.0493,BEA DRIVE
0.0508,BARCELONA DRIVE
0.0504,PINOT NOIR STREET
0.7353,LISBON STREET
0.0895,RANCHERS ROAD
0.0534,SAN JOSE AVENUE
0.0326,DIABLO COURT
0.4995,RIVER ROAD
0.0551,SONGBIRD DRIVE
0.0584,CONNER AVENUE
0.069,JUNIPER AVENUE
0.0633,CENTER AVENUE
0.0655,HUNTINGTON DRIVE
0.1029,EDYTHE CIRCLE
0.0831,SANDY COURT
0.5007,ARENA WAY
0.0535,SYDNEY LANE
0.0475,AIRFLIGHT DRIVE
1.0235,ATWATER JORDAN ROAD
0.4941,WHITE CRANE ROAD
0.9981,HIGHWAY 165
0.1233,WEST HIGHWAY 140
0.0054,PIRA DRIVE
0.2059,M STREET
3.3393,KEYES ROAD
0.4909,HULL AVENUE
0.0889,AVIATOR AVENUE
0.0326,HELEN COURT
0.1137,DUNN ROAD
0.501,WEST CARDELLA ROAD
0.0333,SALEM COURT
0.1158,RAINBOW LANE
0.0496,EL PORTAL DRIVE
0.1271,SPANISH BAY COURT
0.0489,ROBIN HOOD LANE
0.0637,DELHI AVENUE
0.0759,I STREET
0.252,SOUTH THORNTON ROAD
0.123,SOUTH AVENUE
